
    -----Entities-----
    ```csv
    "id",	"entity",	"type",	"description",	"rank"
0,	"TABLE 1",	"GEO",	"Table 1 in the paper provides the number of positive and negative examples and their ratios for different data-imbalanced NLP tasks.",	1
1,	"NEGATIVE EXAMPLES",	"CONCEPT",	"Negative examples are discussed in the paper as significantly outnumbering positive ones, causing a severe data imbalance issue.",	0
2,	"POSITIVE EXAMPLES",	"CONCEPT",	"Positive examples are discussed in the context of data imbalance, where they are significantly outnumbered by negative examples.",	0
3,	"IMAGE_1",	"ORI_IMG",	"The image is a table labeled 'Table 1: Number of positive and negative examples and their ratios for different data-imbalanced NLP tasks.' The table is structured with four main columns: Task, # neg, # pos, and ratio. Each row represents a different NLP task and contains the following values: \n- For CoNLL03 NER, the number of negative examples (# neg) is 170K, the number of positive examples (# pos) is 34K, and the ratio is 4.98. \n- For OntoNotes5.0 NER, the number of negative examples (# neg) is 1.96M, the number of positive examples (# pos) is 239K, and the ratio is 8.18. \n- For SQuAD 1.1 (Rajpurkar et al., 2016), the number of negative examples (# neg) is 10.3M, the number of positive examples (# pos) is 175K, and the ratio is 55.9. \n- For SQuAD 2.0 (Rajpurkar et al., 2018), the number of negative examples (# neg) is 15.4M, the number of positive examples (# pos) is 188K, and the ratio is 82.0. \n- For QUOREF (Dasigi et al., 2019), the number of negative examples (# neg) is 6.52M, the number of positive examples (# pos) is 38.6K, and the ratio is 169. \nThe table highlights the significant data imbalance in these NLP tasks, with the number of negative examples far exceeding the number of positive examples.",	6
4,	"DATA IMBALANCE",	"CONCEPT",	"Data imbalance is a central issue in the paper, referring to the problem of negative examples significantly outnumbering positive ones in NLP tasks.",	0
5,	"QUOREF",	"EVENT",	"Quoref is a QA dataset that tests the coreferential reasoning capability of reading comprehension systems."<SEP>"Quoref is a dataset used for machine reading comprehension tasks."<SEP>"Quoref is a dataset used in the task of question answering, mentioned in the context of evaluating model performance.",	4
6,	"+POSITIVE & NEGATIVE",	"EVENT",	"The performance metric of the BERT model after adding both positive and negative examples to the training dataset. Positive and negative augmentation refers to the process of augmenting the original training data with additional positive and negative examples while maintaining the same data distribution.",	5
7,	"-NEGATIVE",	"EVENT",	"The performance metric of the BERT model after removing negative examples from the training dataset. Negative downsampling is the process of reducing the number of negative examples to balance the training set.",	5
8,	"ENGLISH QUOREF",	"GEO",	"QuoRef MRC is an English dataset used for experiments to test the effect of hyperparameters in Tversky Index. The table contains performance metrics for the English QuoRef dataset.",	3
9,	"+POSITIVE",	"EVENT",	"The performance metric of the BERT model after adding positive examples to the training dataset. Positive augmentation refers to the process of creating a balanced dataset by adding positive examples to the original set.",	6
    ```
    -----Relationships-----
    ```csv
    "id",	"source",	"target",	"description",	"weight",	"rank"
37,	"IMAGE_11",	"SST-2",	"SST-2是从image_11中提取的实体。",	10.0,	11
38,	"ELMO(PETERS ET AL., 2018)",	"IMAGE_5",	"ELMo(Peters et al., 2018)是从image_5中提取的实体。",	10.0,	11
39,	"BERT-TAGGER (Devlin et al., 2018)",	"IMAGE_5",	"BERT-Tagger(Devlin et al., 2018)是从image_5中提取的实体。",	10.0,	11
40,	"BERT-MRC(LI ET AL., 2019)",	"IMAGE_5",	"BERT-MRC(Li et al., 2019)是从image_5中提取的实体。",	10.0,	11
41,	"IMAGE_11",	"SST-5",	"SST-5是从image_11中提取的实体。",	10.0,	11
42,	"CVT(CLARK ET AL., 2018)",	"IMAGE_5",	"CVT(Clark et al., 2018)是从image_5中提取的实体。",	10.0,	11
43,	"IMAGE_5",	"TABLE 5",	"IMAGE_5" is the image of "TABLE 5".",	10.0,	11
44,	"BERT-MRC+FL",	"ENGLISH ONTONOTES 5.0",	"The BERT-MRC+FL model was evaluated on the English OntoNotes 5.0 dataset.",	8.0,	11
45,	"BERT-MRC+DL",	"ENGLISH ONTONOTES 5.0",	"The BERT-MRC+DL model was evaluated on the English OntoNotes 5.0 dataset.",	8.0,	11
46,	"IMAGE_6",	"TABLE 3",	"IMAGE_6" is the image of "TABLE 3".",	10.0,	10
47,	"CVT (CLARK ET AL., 2018)",	"IMAGE_6",	"CVT (Clark et al., 2018)是从image_6中提取的实体。",	10.0,	10
48,	"BERT-MRC (LI ET AL., 2019)",	"IMAGE_6",	"BERT-MRC (Li et al., 2019)是从image_6中提取的实体。",	10.0,	10
49,	"IMAGE_11",	"TABLE",	"Table是从image_11中提取的实体。",	10.0,	9
50,	"IMAGE_11",	"TABLE 8",	"IMAGE_11" is the image of "TABLE 8".",	10.0,	9
51,	"BERT-MRC+DSC",	"CHINESE ONTONOTES 4.0",	"The model is evaluated on this dataset and achieves the highest F1 score.",	9.0,	9
52,	"BERT-MRC+DSC",	"CHINESE MSRA",	"The model is evaluated on this dataset and achieves the highest F1 score.",	9.0,	9
53,	"BERT-MRC (LI ET AL., 2019)",	"ENGLISH ONTONOTES 5.0",	"The BERT-MRC model was evaluated on the English OntoNotes 5.0 dataset.",	8.0,	9
    ```
    -----Sources-----
    ```csv
    "id",	"content"
0,	"a question and the passage. We followed the standard protocols in Seo et al. (2016), in which the start and end indexes of answer are predicted. We report Extract Match (EM) as well as F1 score on validation set. We use three datasets on this task: SQuAD v1.1, SQuAD v2.0 (Rajpurkar et al., 2016, 2018) and Quoref (Dasigi et al., 2019).  

Baselines We used the following baselines:  

QANet: Yu et al. (2018b) builds a model based on convolutions and self-attentions. Convolutions are used to model local interactions and self-attention are used to model global interactions.   
BERT: Devlin et al. (2018) scores each candidate span and the maximum scoring span is used as a prediction.   
XLNet: Yang et al. (2019) proposes a generalized autoregressive pretraining method that  

  

Table 6: Experimental results for MRC task.   

  
Table 7: Experimental results for PI task.  

enables learning bidirectional contexts.  

Results Table 6 shows the experimental results for MRC task. With either BERT or XLNet, our proposed DSC loss obtains significant performance boost on both EM and F1. For SQuADv1.1, our proposed method outperforms XLNet by $+1.25$ in terms of F1 score and $+0.84$ in terms of EM. For SQuAD v2.0, the proposed method achieves 87.65 on EM and 89.51 on F1. On QuoRef, the proposed method surpasses XLNet by $+1.46$ on EM and $+1.41$ on F1.  

# 4.4 Paraphrase Identification  

Settings Paraphrase identification (PI) is the task of identifying whether two sentences have the same meaning or not. We conduct experiments on the two widely-used datasets: MRPC (Dolan and Brockett, 2005) and QQP. F1 score is reported for comparison. We use BERT (Devlin et al., 2018) and XLNet (Yang et al., 2019) as baselines.  

Results Table 7 shows the results. We find that replacing the training objective with DSC introduces performance boost for both settings, $+0.58$ for MRPC and $+0.73$ for QQP.  

# 5 Ablation Studies  

# 5.1 Datasets imbalanced to different extents  

It is interesting to see how differently the proposed objectives affect datasets imbalanced to different extents. We use the paraphrase identification dataset QQP ( $37\%$ positive and $63\%$ negative) for studies. To construct datasets with different imbalance degrees, we used the original QQP dataset to construct synthetic training sets with different positive-negative ratios. Models are trained on these different synthetic sets and then test on the same original test set.  

Original training set (original) The original dataset with 363,871 examples, with $37\%$ being positive and $63\%$ being negative Positive augmentation ( $\downarrow$ positive) We created a balanced dataset by adding positive examples. We first randomly chose positive training examples in the original training set as templates. Then we used Spacy to retrieve entity mentions and replace them with new ones by linking mentions to their corresponding entities in DBpedia. The augmented set contains 458,477 examples, with $50\%$ being positive and $50\%$ being negative. Negative augmentation ( $\mp$ negative) We created a more imbalanced dataset. The size of the newly constructed training set and the data augmented technique are exactly the same as +negative, except that we chose negative training examples as templates. The augmented training set contains 458,477 examples, with $21\%$ being positive and $79\%$ being negative.  

  

# Negative downsampling (- negative)  

We down-sampled negative examples in the original training set to get a balanced training set. The down-sampled set contains 269,165 examples, with $50\%$ being positive and $50\%$ being negative. Positive and negative augmentation ( $\mathbf{\Psi}+$ positive $\pmb{\&}$ +negative) We augmented the original training data with additional positive and negative examples with the data distribution staying the same. The augmented dataset contains 458,477 examples, with $50\%$ being positive and $50\%$ being negative.  

Table 8: The effect of different data augmentation ways for QQP in terms of F1-score.   

  

Results are shown in Table 8. We first look at the first line, with all results obtained using the MLE objective. We can see that $^+$ positive outperforms original, and +negative underperforms original. This is in line with our expectation since $^+$ positive creates a balanced dataset while +negative creates a more imbalanced dataset. Despite the fact that -negative creates a balanced dataset, the number of training data decreases, resulting in inferior performances.  

DSC achieves the highest F1 score across all datasets. Specially, for $^+$ positive, DSC achieves minor improvements $\left(+0.05\,\mathrm{F}1\right)$ ) over DL. In contrast, it significantly outperforms DL for +negative dataset. This is in line with our expectation since DSC helps more on more imbalanced datasets. The performance of FL and DL are not consistent across different datasets, while DSC consistently performs the best on all datasets.  

# 5.2 Dice loss for accuracy-oriented tasks?  

We argue that the cross-entropy objective is actually accuracy-oriented, whereas the"
    ```
    
Based on Table 8, the data augmentation method that resulted in the highest F1-score for the BERT model is BERT+CE (Cross-Entropy). This is evident from the information in Image_11, which states that BERT+CE achieved the highest accuracy on both SST-2 and SST-5 datasets, with 94.90% and 55.57% respectively.
mm_response:
['According to Table 8, the data augmentation method that resulted in the highest F1-score for the BERT model is BERT+DSC.', 'The data augmentation method that resulted in the highest F1-score for the BERT model according to Table 8 is "+ positive & negative," with an F1-score of 93.14.', 'According to Table 8, the data augmentation method that resulted in the highest F1-score for the BERT model is "+ positive & negative," achieving an F1-score of 93.45%.']
merged_mm_response:
Analyzing the Responses:
- The first response states that the highest F1-score for the BERT model is achieved with the BERT+DSC method.
- The second response mentions "+ positive & negative" as the method with the highest F1-score, with a specific value of 93.14.
- The third response also mentions "+ positive & negative" as the method with the highest F1-score, but with a different value of 93.45%.

There are contradictions in the responses regarding the specific data augmentation method and the F1-score values. The first response is inconsistent with the other two, which both mention "+ positive & negative" as the method with the highest F1-score.

Reasonably Determine:
Based on the information provided, the second and third responses are more consistent with each other, despite the slight discrepancy in the F1-score values. Both responses mention "+ positive & negative" as the method resulting in the highest F1-score for the BERT model according to Table 8. Therefore, the response that best aligns with the user query is the one that mentions "+ positive & negative" as the data augmentation method.

Provide a Unified Answer:
The data augmentation method that resulted in the highest F1-score for the BERT model according to Table 8 is "+ positive & negative." The exact F1-score value is not consistent across the responses, but it is clear that this method achieved the highest score.

    -----Entities-----
    ```csv
    "id",	"entity",	"type",	"description",	"rank"
0,	"IMAGE_8",	"ORI_IMG",	"The image is a table that presents the experimental results for the machine reading comprehension (MRC) task using different models and datasets. The table is divided into rows and columns. The rows represent different models: QANet, BERT, BERT+FL, BERT+DL, BERT+DSC, XLNet, XLNet+FL, XLNet+DL, and XLNet+DSC. The columns are labeled with the datasets SQuAD v1.1, SQuAD v2.0, and QuoRef, each further divided into EM (Exact Match) and F1 scores. For example, QANet scores 73.6 on EM and 82.7 on F1 for SQuAD v1.1, while BERT scores 84.1 on EM and 90.9 on F1 for the same dataset. The table also shows the performance improvements of the proposed methods over the baseline models. For instance, BERT+DSC achieves 85.34 on EM and 91.97 on F1 for SQuAD v1.1, which is an improvement of +1.24 and +1.07 respectively over BERT. Similarly, XLNet+DSC achieves 89.79 on EM and 95.77 on F1 for SQuAD v1.1, which is an improvement of +0.84 and +1.25 respectively over XLNet. The table highlights the significant performance boost obtained by the proposed DSC loss method on both EM and F1 scores across all datasets.",	10
1,	"CVT (CLARK ET AL., 2018)",	"ORGANIZATION",	"A model developed by Clark et al. in 2018, achieving an F1 score of 88.8 on the English OntoNotes 5.0 dataset.",	2
2,	"F1",	"UNKNOWN",	"The F1 score is used to measure the performance of models, and Eq.5 is a soft form of F1 using a continuous probability p.",	1
3,	"Table 6: Experimental results for MRC task.",	"IMG_ENTITY",	"A table comparing the performance of different models on two datasets, MRPC and QQP, using the F1 score metric. The table includes variations of BERT and XLNet models with additional techniques (FL, DL, DSC) applied to them.",	1
4,	"IMAGE_9",	"ORI_IMG",	"The image is a table labeled 'Table 6: Experimental results for MRC task.' The table compares the performance of different models on two datasets, MRPC and QQP, using the F1 score metric. The rows represent different models and their variations, while the columns show the F1 scores for each dataset. The models listed are BERT (Devlin et al., 2018), BERT+FL, BERT+DL, BERT+DSC, XLNet (Yang et al., 2019), XLNet+FL, XLNet+DL, and XLNet+DSC. For the MRPC dataset, the F1 scores are as follows: BERT has an F1 score of 88.0, BERT+FL has 88.43 (+0.43), BERT+DL has 88.71 (+0.71), and BERT+DSC has 88.92 (+0.92). For the QQP dataset, the F1 scores are: BERT has an F1 score of 91.3, BERT+FL has 91.86 (+0.56), BERT+DL has 91.92 (+0.62), and BERT+DSC has 92.11 (+0.81). For XLNet, the F1 scores are: XLNet has an F1 score of 89.2 for MRPC and 91.8 for QQP, XLNet+FL has 89.25 (+0.05) for MRPC and 92.31 (+0.51) for QQP, XLNet+DL has 89.33 (+0.13) for MRPC and 92.39 (+0.59) for QQP, and XLNet+DSC has 89.78 (+0.58) for MRPC and 92.60 (+0.79) for QQP. The table highlights the performance improvements when additional techniques (FL, DL, DSC) are applied to both BERT and XLNet.",	9
5,	"IMAGE_5",	"ORI_IMG",	"The image is a table labeled 'English CoNLL 2003' that provides performance metrics for various models on the named entity recognition (NER) task. The table is structured with four main columns: Model, Precision (Prec.), Recall (Rec.), and F1 score. Each row represents a different model and its corresponding performance metrics. The models listed are ELMo (Peters et al., 2018), CVT (Clark et al., 2018), BERT-Tagger (Devlin et al., 2018), BERT-MRC (Li et al., 2019), BERT-MRC+FL, BERT-MRC+DL, and BERT-MRC+DSC. The precision, recall, and F1 scores are provided for each model. Notably, BERT-MRC+DSC achieves the highest F1 score of 93.33, which is an improvement of +0.29 over BERT-MRC. The table highlights the superior performance of the DSC loss in enhancing the F1 score compared to other losses.",	9
6,	"IMAGE_12",	"ORI_IMG",	"The image is a table that presents the effect of hyperparameters in the Tversky Index. The table has three columns: 'α', 'Chinese Onto4.0', and 'English QuoRef'. The first column lists values of α ranging from 0.1 to 0.9 in increments of 0.1. The second column shows corresponding F1 scores for the Chinese Onto4.0 dataset, with values ranging from 80.13 to 84.67. The third column displays F1 scores for the English QuoRef dataset, ranging from 63.23 to 68.44. Notably, the highest F1 score for Chinese Onto4.0 is 84.67 at α = 0.6, while for English QuoRef, the highest F1 score is 68.44 at α = 0.4.",	2
7,	"IMAGE_6",	"ORI_IMG",	"The image is a table labeled 'English OntoNotes 5.0' that provides performance metrics for various models on the named entity recognition (NER) task. The table is structured with four main columns: Model, Precision (Prec.), Recall (Rec.), and F1 score. Each row represents a different model and its corresponding performance metrics. The models listed are CVT (Clark et al., 2018), BERT-Tagger (Devlin et al., 2018), BERT-MRC (Li et al., 2019), BERT-MRC+FL, BERT-MRC+DL, and BERT-MRC+DSC. The precision values range from 90.01 to 92.70, the recall values range from 88.35 to 92.56, and the F1 scores range from 88.8 to 92.07. Notably, BERT-MRC+DSC achieves the highest F1 score of 92.07, which is an improvement of +0.96 over BERT-MRC.",	8
8,	"IMAGE_7",	"ORI_IMG",	"The image is a table labeled 'Table 5: Experimental results for NER task.' The table is divided into two main sections, each representing different datasets: Chinese MSRA and Chinese OntoNotes 4.0. Each section contains rows listing various models used for Named Entity Recognition (NER) tasks and their corresponding performance metrics: Precision (Prec.), Recall (Rec.), and F1 score. For the Chinese MSRA dataset, the models listed are Lattice-LSTM, BERT-Tagger, Glyce-BERT, BERT-MRC, BERT-MRC+FL, BERT-MRC+DL, and BERT-MRC+DSC. The highest F1 score is achieved by BERT-MRC+DSC with a value of 96.72. For the Chinese OntoNotes 4.0 dataset, the same models are listed, and the highest F1 score is also achieved by BERT-MRC+DSC with a value of 84.47. The table highlights the performance improvements of the DSC loss over other models, with specific gains indicated in parentheses next to the F1 scores.",	4
9,	"QUOREF",	"EVENT",	"Quoref is a QA dataset that tests the coreferential reasoning capability of reading comprehension systems."<SEP>"Quoref is a dataset used for machine reading comprehension tasks."<SEP>"Quoref is a dataset used in the task of question answering, mentioned in the context of evaluating model performance.",	4
